_id,ltable_ID,rtable_ID,ltable_Name,ltable_Category,ltable_Author,ltable_Price,ltable_Series,ltable_Pages,ltable_Publisher,ltable_Date,ltable_Language,ltable_ISBN_10,ltable_ISBN_13,ltable_Dimensions,ltable_Weight,rtable_Name,rtable_Category,rtable_Author,rtable_Price,rtable_Series,rtable_Pages,rtable_Publisher,rtable_Date,rtable_Language,rtable_ISBN_10,rtable_ISBN_13,rtable_Dimensions,rtable_Weight,label
677,932,439,Babylon's Ashes (The Expanse),Science Fiction : Space Opera,James S. A. Corey,$13.14,The Expanse (Book 6),576 pages,Orbit; Reprint edition,"""October 24, 2017""",English,316217646,978-0316217644,6 x 1.5 x 9.2 inches,1.3 pounds,Babylon's Ashes,Science Fiction - Space Opera,James S. A. Corey,$12.66,,576.0,Orbit,October 2017,,316217646,9780316217644,9.1 x 5.9 x 1.6 inches,1.27 pounds,1
335,484,226,The Colors of Space,Science Fiction : Space Opera,Marion Zimmer Bradley,$12.99,,156 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703421,978-1528703420,5.5 x 0.4 x 8.5 inches,7.4 ounces,The Door Through Space,Science Fiction - Space Opera,Marion Zimmer Bradley,$12.99,,140.0,Vintage Sci-Fi Classics,January 2018,,1528703308,9781528703307,8.5 x 5.5 x 0.33 inches,0.41 pounds,0
2785,2159,4543,Cannibal: The Shield Maidens (The Cannibal Isles Collection) (Volume 5),Fantasy : Dark,Juliet Baranne,$7.49,The Cannibal Isles Collection (Book 5),28 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 11, 2017""",English,1978229658,978-1978229655,6 x 0.1 x 9 inches,3.2 ounces,The Captive  :  The Histories of the Shield Maidens,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,32.0,Createspace Independent Publishing Platform,August 2017,,1975846389,9781975846381,9.02 x 5.98 x 0.07 inches,0.13 pounds,0
275,514,196,Immaculate Killers (Guns of Seneca 6) (Volume 3),Science Fiction : Space Opera,Bernard Schaffer,$12.99,Guns of Seneca 6,176 pages,CreateSpace Independent Publishing Platform,"""January 14, 2018""",English,198387180X,978-1983871801,6 x 0.4 x 9 inches,11.4 ounces,Immaculate Killers,Science Fiction - Space Opera,Bernard Schaffer,$12.99,,176.0,Createspace Independent Publishing Platform,January 2018,,198387180X,9781983871801,9 x 6 x 0.38 inches,0.54 pounds,1
3255,1495,5493,The Dark Elf (Crimson Black Series),Fantasy : Dark,C. C. Morgen,$10.99,Crimson Black Series (Book 2),331 pages,Independently published,"""February 5, 2018""",English,1980207925,978-1980207924,5.2 x 0.8 x 8 inches,1 pounds,The Dark World,Fantasy - Dark Fantasy,S. C. Parris,$16.95,,368.0,Permuted Press,August 2016,,1682610799,9781682610794,8.9 x 6 x 1 inches,0.9 pounds,0
3490,366,6114,Star Wars: Episode 0: The Knight of Darkness,Science Fiction : Space Opera,Mark T. Sondrini,$15.99,,444 pages,CreateSpace Independent Publishing Platform,"""February 9, 2018""",English,1983651125,978-1983651120,6 x 1 x 9 inches,1.6 pounds,The Righteous Whisper of Allsaints,Fantasy - Dark Fantasy,Mark G. Heath,$15.99,,398.0,Createspace Independent Publishing Platform,November 2015,,1519109598,9781519109590,9.02 x 5.98 x 0.82 inches,1.17 pounds,0
3953,2535,7345,The Secret Places of the Heart,Psychological Thrillers,H. G. Wells,$6.20,,126 pages,CreateSpace Independent Publishing Platform,"""February 15, 2018""",English,1985583240,978-1985583245,6 x 0.3 x 9 inches,8.6 ounces,At the Mountains of Madness,Fantasy - Dark Fantasy,H. P. Lovecraft,$9.99,,192.0,Browntrout Publishers,April 2014,,857756931,9780857756930,7.7 x 5.1 x 0.4 inches,0.3 pounds,0
2062,1327,3978,An Angel's Touch (The Mark of Chaos Series) (Volume 2),Fantasy : Dark,Susan D Kalior,$14.99,The Mark of Chaos Series,420 pages,CreateSpace Independent Publishing Platform,"""March 5, 2018""",English,1986202186,978-1986202183,6 x 1 x 9 inches,1.6 pounds,The Mark of Chaos,Fantasy - Dark Fantasy,Susan D. Kalior,$12.99,,340.0,Createspace Independent Publishing Platform,February 2018,,1984299344,9781984299345,9.02 x 5.98 x 0.76 inches,1.1 pounds,0
273,293,194,The Language of Power (Steerswoman Series) (Volume 4),Science Fiction : Space Opera,Rosemary Kirstein,$13.95,Steerswoman Series,290 pages,Rosemary Kirstein; 1 edition,"""February 23, 2018""",English,991354672,978-0991354672,6 x 0.7 x 9 inches,1.1 pounds,The Language of Power,Science Fiction - Space Opera,Rosemary Kirstein,$13.95,,292.0,Rosemary Kirstein,February 2018,,991354672,9780991354672,9.02 x 5.98 x 0.61 inches,0.87 pounds,1
3524,1623,6154,The Uprising (Erafeen),Fantasy : Dark,David F. Farris,,Erafeen (Book 3),423 pages,Independently published,"""January 15, 2018""",English,1976901367,978-1976901362,6 x 1.1 x 9 inches,1.6 pounds,The Realm Bandit,Fantasy - Dark Fantasy,David N. Granderson,$7.00,,138.0,Createspace Independent Publishing Platform,October 2015,,1517273722,9781517273729,9.02 x 5.98 x 0.32 inches,0.47 pounds,0
3394,2702,5784,The Master of Ballantrae,Psychological Thrillers,Robert Louis Stevenson,,,98 pages,CreateSpace Independent Publishing Platform,"""January 10, 2018""",English,1983627372,978-1983627378,8.5 x 0.2 x 11 inches,11 ounces,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert E. Howard,$15.99,,256.0,Createspace Independent Publishing Platform,April 2016,,1532877560,9781532877568,9 x 6 x 0.54 inches,0.76 pounds,0
1584,278,2513,The Gods of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,97 pages,Independently published,"""February 26, 2018""",English,1980406413,978-1980406419,8.5 x 0.2 x 11 inches,11 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$12.99,,346.0,Createspace Independent Publishing Platform,January 2015,,1506133851,9781506133850,8.5 x 5.5 x 0.72 inches,0.88 pounds,0
3813,2770,6975,The Walk Within,Psychological Thrillers,John Lonewolf,$5.99,,130 pages,Independently published,"""December 21, 2017""",English,197670331X,978-1976703317,6 x 0.3 x 9 inches,9 ounces,The Second Conflict,Fantasy - Dark Fantasy,John T. O'Halloran,$15.00,,416.0,Chisel & Stone,October 2014,,992624614,9780992624613,8 x 5 x 0.93 inches,0.99 pounds,0
3120,151,5000,Cult of the Spiral Dawn (Genestealer Cults),Science Fiction : Space Opera,Peter Fehervari,$16.00,Genestealer Cults (Book 2),336 pages,Games Workshop,"""March 20, 2018""",English,1784966657,978-1784966652,5.1 x 0.8 x 7.8 inches,7.8 ounces,Hen of the Woods,Fantasy - Dark Fantasy,Peter Schranz,$11.99,,300.0,Createspace Independent Publishing Platform,February 2017,,1543155650,9781543155655,8 x 5 x 0.63 inches,0.66 pounds,0
1307,646,1649,Star Force: Equity (Star Force Universe),Science Fiction : Space Opera,Aer-ki Jyr,$6.99,Star Force Universe (Book 46),105 pages,Independently published,"""December 20, 2017""",English,1973597187,978-1973597186,5 x 0.2 x 8 inches,6.1 ounces,Star Force  :  Origin Series (41-44),Science Fiction - Space Opera,Aer-Ki Jyr,$15.99,,406.0,Createspace Independent Publishing Platform,May 2016,,1533339414,9781533339416,8 x 5 x 0.83 inches,0.88 pounds,0
2002,1204,3935,The Atrocities,Fantasy : Dark,Jeremy C. Shipp,$10.99,,112 pages,Tor.com,"""April 17, 2018""",English,1250164397,978-1250164391,5 x 8 inches,1.1 pounds,The Atrocities,Fantasy - Dark Fantasy,Jeremy C. Shipp,$10.99,,112.0,Tor.com,April 2018,,1250164397,9781250164391,,,1
988,1529,895,Tale of the Soulous: Road to the Evergreen,Fantasy : Dark,Alastair R. Johns,$11.99,Tale of the Soulous (Book 1),499 pages,Independently published,"""January 31, 2018""",English,1977047394,978-1977047397,5.2 x 1.2 x 8 inches,1.4 pounds,Uprising of the Exiled,Science Fiction - Space Opera,Eddie R. Hicks,$17.99,,528.0,Createspace Independent Publishing Platform,April 2017,,1545453586,9781545453582,8.5 x 5.51 x 1.06 inches,1.33 pounds,0
3181,836,5214,Beyond the Empire (The Indranan War),Science Fiction : Space Opera,K. B. Wagers,$10.99,The Indranan War (Book 3),416 pages,Orbit,"""November 14, 2017""",English,316308641,978-0316308649,5.5 x 1.2 x 8.2 inches,12.6 ounces,Beyond the Walls of Wonderland,Fantasy - Dark Fantasy,M. K. Cook,$14.99,,152.0,Createspace Independent Publishing Platform,November 2016,,1533630984,9781533630988,9 x 6 x 0.35 inches,0.51 pounds,0
3136,1930,5048,The Body Of,Fantasy : Dark,Michael C Pauly,$12.99,,192 pages,Now & Never Publishing,"""November 21, 2017""",English,1945267097,978-1945267093,6 x 0.5 x 9 inches,12.3 ounces,The Secret Switch,Fantasy - Dark Fantasy,MR Michael Paterson,$11.35,,242.0,Createspace Independent Publishing Platform,February 2017,,1542819849,9781542819848,8.5 x 5.5 x 0.55 inches,0.69 pounds,0
3186,2215,5232,The King in Yellow,Fantasy : Dark,Robert W Chambers,$7.95,,146 pages,CreateSpace Independent Publishing Platform; Classics - The King in Yellow edition,"""October 3, 2017""",English,197788816X,978-1977888167,8.5 x 0.3 x 11 inches,15.7 ounces,The Harrowing,Fantasy - Dark Fantasy,Robert E. Dunn,$14.95,,286.0,Necro Publications,November 2016,,1944703128,9781944703127,8.5 x 5.5 x 0.6 inches,0.73 pounds,0
2029,1346,3953,Forged in Flames: The Lakrius Chronicle,Fantasy : Dark,Gaja J. Kos and Boris Kos,$14.99,,398 pages,CreateSpace Independent Publishing Platform,"""March 2, 2018""",English,1986099032,978-1986099035,6 x 1 x 9 inches,1.5 pounds,Forged in Flames  :  The Lakrius Chronicle,Fantasy - Dark Fantasy,Gaja J. Kos and Boris Kos,$14.99,,400.0,Createspace Independent Publishing Platform,March 2018,,1986099032,9781986099035,9 x 6 x 0.89 inches,1.29 pounds,1
3429,1595,5886,Beyond Ruin (Volume 7),Fantasy : Dark,Kit Rocha,$15.99,Beyond,424 pages,CreateSpace Independent Publishing Platform,"""January 20, 2018""",English,1984345230,978-1984345233,5.5 x 1 x 8.5 inches,1.4 pounds,Beyond Ruin,Fantasy - Dark Fantasy,Kit Rocha,$14.99,,392.0,Createspace Independent Publishing Platform,February 2016,,1530099994,9781530099993,8.5 x 5.5 x 0.81 inches,1 pounds,0
1839,1234,3617,The Magistocrats,Fantasy : Dark,Chris Moiser,$9.80,,340 pages,Independently published,"""March 21, 2018""",English,1980619069,978-1980619062,6 x 0.8 x 9 inches,1.3 pounds,The Earth Gate,Science Fiction - Space Opera,Chris Comish,$14.99,,292.0,Createspace Independent Publishing Platform,October 2012,,1478222069,9781478222064,7.99 x 5 x 0.66 inches,0.7 pounds,0
2014,1221,3941,Earth's Requiem: Dystopian Urban Fantasy,Fantasy : Dark,Ann Gimpel and Angela Kelly,$14.99,,354 pages,"""Ann Giimpel Books, LLC""","""March 23, 2018""",English,1948871106,978-1948871105,5.5 x 0.7 x 8.5 inches,14.6 ounces,Deceived  :  Dystopian Urban Fantasy,Fantasy - Dark Fantasy,Ann Gimpel and Kate Richards,$14.99,,312.0,"""Ann Giimpel Books, LLC""",March 2018,,1948871068,9781948871068,8.5 x 5.51 x 0.65 inches,0.8 pounds,0
1936,1138,3877,The Best of the Best Horror of the Year: 10 Years of Essential Short Horror Fiction,Fantasy : Dark,Ellen Datlow,$15.99,,432 pages,Night Shade Books,"""October 2, 2018""",English,1597809837,978-1597809832,6 x 9 inches,1.1 pounds,The Best of the Best Horror of the Year  :  10 Years of Essential Short Horror Fiction,Fantasy - Dark Fantasy,Ellen Datlow,$15.99,,432.0,Night Shade Books,October 2018,,1597809837,9781597809832,,,1
2192,1593,4067,The Phoenix Embryo (Seasons of the Phoenix) (Volume 1),Fantasy : Dark,Jeanne Marcella,$15.00,Seasons of the Phoenix,404 pages,CreateSpace Independent Publishing Platform; 2 edition,"""January 20, 2018""",English,1546425020,978-1546425021,6 x 1 x 9 inches,1.5 pounds,The Phoenix Embryo,Fantasy - Dark Fantasy,Jeanne Marcella,$15.00,,404.0,Createspace Independent Publishing Platform,January 2018,,1546425020,9781546425021,9 x 6 x 0.9 inches,1.3 pounds,1
2366,2141,4179,Children of the Incubi: Marriage of Heaven and Hell (Volume 1),Fantasy : Dark,Lana M. Wiggins,$16.99,Children of the Incubi,450 pages,CreateSpace Independent Publishing Platform; 1 edition,"""October 13, 2017""",English,1976000793,978-1976000799,6 x 1.1 x 9 inches,1.7 pounds,Children of the Incubi  :  Blood Mark,Fantasy - Dark Fantasy,Lana M. Wiggins,$16.99,,480.0,Createspace Independent Publishing Platform,December 2017,,1981429069,9781981429066,9.02 x 5.98 x 1.07 inches,1.54 pounds,0
629,730,411,Planets Align: Year Four of the War (Sky Knights),Science Fiction : Space Opera,C. A. Maza,$5.99,Sky Knights (Book 5),85 pages,Independently published,"""December 5, 2017""",English,1973465833,978-1973465836,6 x 0.2 x 9 inches,6.4 ounces,Cult of the Warmason,Science Fiction - Space Opera,C. L. Werner,$16.00,,320.0,Games Workshop,November 2017,,1784966142,9781784966140,7.8 x 5.1 x 0.8 inches,0.5 pounds,0
242,333,175,The Atlas Array,Science Fiction : Space Opera,B L Barger,$24.76,,412 pages,Dorrance Publishing Co.,"""February 15, 2018""",English,1480953695,978-1480953697,6 x 0.8 x 9 inches,1.3 pounds,The Sirius Connection,Science Fiction - Space Opera,B. L. Barger,$22.00,,348.0,Dorrance Publishing Co.,February 2018,,1480953709,9781480953703,9 x 6 x 0.72 inches,1.03 pounds,0
2048,1235,3965,Relics - The Folded Land,Fantasy : Dark,Tim Lebbon,$14.95,Relics (Book 2),336 pages,Titan Books,"""March 20, 2018""",English,1785650319,978-1785650314,5.1 x 0.9 x 8.1 inches,10.4 ounces,Relics - The Folded Land,Fantasy - Dark Fantasy,Tim Lebbon,$14.95,,336.0,Titan Books (UK),March 2018,,1785650319,9781785650314,7.9 x 5.1 x 0.9 inches,0.6 pounds,1
2105,1498,4007,The Untamed Sword: A Sword & Sorcery Adventure,Fantasy : Dark,A. R. Williams,$9.99,,174 pages,CreateSpace Independent Publishing Platform,"""February 5, 2018""",English,1984083988,978-1984083982,6 x 0.4 x 9 inches,11.4 ounces,The Untamed Sword  :  A Sword & Sorcery Adventure,Fantasy - Dark Fantasy,A. R. Williams,$7.99,,174.0,Createspace Independent Publishing Platform,February 2018,,1984083988,9781984083982,9.02 x 5.98 x 0.4 inches,0.58 pounds,1
1180,1832,1378,The White Serpent (Wars of Vis),Fantasy : Dark,Tanith Lee,$6.79,Wars of Vis (Book 3),368 pages,DAW; New edition,"""December 5, 2017""",English,756411033,978-0756411039,4.1 x 0.9 x 6.8 inches,6.2 ounces,The Coming of the Dark,Science Fiction - Space Opera,MR Lee Payne,$11.50,,306.0,Createspace Independent Publishing Platform,August 2016,,1533624577,9781533624574,9.02 x 5.98 x 0.64 inches,0.91 pounds,0
1053,2721,1077,The Sacred Fount,Psychological Thrillers,Henry James,,,134 pages,CreateSpace Independent Publishing Platform,"""January 6, 2018""",English,1981905189,978-1981905188,6 x 0.3 x 9 inches,9.1 ounces,The Undercover Captain,Science Fiction - Space Opera,Henry Vogel,$12.99,,198.0,Rampant Loon Media LLC,January 2017,,1938834755,9781938834752,8.5 x 5.51 x 0.45 inches,0.57 pounds,0
1618,763,2706,Espada auxiliar/ Ancillary Sword (Spanish Edition),Science Fiction : Space Opera,Ann Leckie,$22.08,,400 pages,Ediciones B,"""November 30, 2017""",Spanish,8466660429,978-8466660426,5.9 x 1.1 x 9.1 inches,1 pounds,Ancillary Sword,Science Fiction - Space Opera,Ann Leckie,$16.00,,400.0,Orbit,October 2014,,316246654,9780316246651,8.54 x 5.45 x 1.08 inches,0.77 pounds,0
3693,1052,6763,The Last Dawn: Book 3 of The Last War Series,Science Fiction : Space Opera,Peter Bostrom,$17.99,,400 pages,CreateSpace Independent Publishing Platform,"""October 3, 2017""",English,1977922643,978-1977922649,5 x 1 x 8 inches,1.1 pounds,The Dead Hamlets  :  Book Two of the Book of Cross,Fantasy - Dark Fantasy,Peter Roman,$16.99,,260.0,Chizine Publications,January 2015,,1771483164,9781771483162,8.79 x 7.09 x 0.55 inches,0.53 pounds,0
3499,2254,6117,The Girl in the Ice (Erika Foster series),Psychological Thrillers,Robert Bryndza,$7.99,Erika Foster series (Book 1),394 pages,Grand Central Publishing,"""October 2, 2018""",English,1538730170,978-1538730171,,1.1 pounds,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert E. Howard,$11.99,,208.0,Createspace Independent Publishing Platform,November 2015,,1519459203,9781519459206,11 x 8.5 x 0.44 inches,1.09 pounds,0
348,596,231,Gateway (Gateway Universe),Science Fiction : Space Opera,Brian Dorsey,$10.37,Gateway Universe (Book 1),,Mountaineer West Productions,"""January 1, 2018""",English,692991417,978-0692991411,4.2 x 0.9 x 7 inches,10.4 ounces,Gateway,Science Fiction - Space Opera,Brian Dorsey,$13.00,,396.0,Mountaineer West Productions,January 2018,,692991417,9780692991411,7 x 4.25 x 0.88 inches,0.7 pounds,1
2466,2201,4245,Flesh: The Shield  Maidens of the Cannibal Isles (The Cannibal Isles Collection) (Volume 4),Fantasy : Dark,Juliel Baranne,$7.49,The Cannibal Isles Collection (Book 4),30 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 4, 2017""",English,197799234X,978-1977992345,6 x 0.1 x 9 inches,3.4 ounces,His Price  :  Histories of the Shield Maidens,Fantasy - Dark Fantasy,Juliet Baranne,$7.29,,28.0,Createspace Independent Publishing Platform,November 2017,,1979910669,9781979910668,9 x 6 x 0.06 inches,0.11 pounds,0
3232,1204,5404,The Atrocities,Fantasy : Dark,Jeremy C. Shipp,$10.99,,112 pages,Tor.com,"""April 17, 2018""",English,1250164397,978-1250164391,5 x 8 inches,1.1 pounds,The Scent of Hope,Fantasy - Dark Fantasy,Ryan C. Thomas,$8.99,,68.0,Createspace Independent Publishing Platform,September 2016,,1537378325,9781537378329,7.99 x 5 x 0.16 inches,0.18 pounds,0
717,1850,460,Dead an Eternity,Fantasy : Dark,Demetra S. Gerontakis,$13.95,,268 pages,CreateSpace Independent Publishing Platform,"""December 4, 2017""",English,1540567184,978-1540567185,5 x 0.7 x 8 inches,12.6 ounces,Eternity or Bust,Science Fiction - Space Opera,J. S. Morin,$14.99,,180.0,Magical Scrivener Press,October 2017,,1942642601,9781942642602,8.5 x 5.5 x 0.41 inches,0.52 pounds,0
2892,1216,4667,"""Magical Girl Raising Project, Vol. 3""",Fantasy : Dark,Asari Endou and Marui-no,$14.00,Magical Girl Raising Project (light novel) (Book 3),212 pages,Yen On,"""March 27, 2018""",English,316559962,978-0316559966,5.5 x 0.5 x 8.4 inches,7.7 ounces,"""Magical Girl Raising Project, Volume 1""",Fantasy - Dark Fantasy,Asari Endou and Marui-No,$14.00,,208.0,Yen on,June 2017,,316558575,9780316558570,8.2 x 5.5 x 0.5 inches,0.4 pounds,0
2913,1938,4694,His Price: Histories of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 19, 2017""",English,1979910669,978-1979910668,6 x 0.1 x 9 inches,3.2 ounces,Queen of the Isles,Fantasy - Dark Fantasy,Juliet Baranne,$9.79,,102.0,Createspace Independent Publishing Platform,June 2017,,1548170208,9781548170202,9 x 6 x 0.21 inches,0.32 pounds,0
144,229,113,The Measurements of Decay,Science Fiction : Space Opera,K K Edin,$13.21,,588 pages,Metempsy Publications,"""March 6, 2018""",English,1732062226,978-1732062221,6 x 1.3 x 9 inches,1.9 pounds,The Measurements of Decay,Science Fiction - Space Opera,K. K. Edin,$19.99,,588.0,Metempsy Publications,March 2018,,1732062226,9781732062221,9 x 6 x 1.31 inches,1.88 pounds,1
2588,2070,4333,Flesh: The Shield Maidens and the Prince (The Cannibal Isles Collection) (Volume 7),Fantasy : Dark,Juliet Baranne,,The Cannibal Isles Collection (Book 7),28 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 26, 2017""",English,1979216800,978-1979216807,6 x 0.1 x 9 inches,3.2 ounces,Flesh  :  The Shield Maidens and the Prince,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,28.0,Createspace Independent Publishing Platform,October 2017,,1979216800,9781979216807,9.02 x 5.98 x 0.06 inches,0.11 pounds,1
3641,2723,6666,The First Disappeared,Psychological Thrillers,Michael Woods,$15.00,,309 pages,Independently published,"""January 4, 2018""",English,1976809231,978-1976809231,6 x 0.7 x 9 inches,1.2 pounds,The Psychic Vampire,Fantasy - Dark Fantasy,MR Michael E. Fulkerson,$12.95,,124.0,Createspace,March 2015,,1500621366,9781500621360,8 x 5 x 0.26 inches,0.29 pounds,0
4453,2354,7799,The Good Liar,Psychological Thrillers,Catherine McKenzie,$10.99,,382 pages,Lake Union Publishing,"""April 3, 2018""",English,1542047099,978-1542047098,5.5 x 1 x 8.2 inches,12.8 ounces,The Darkness Beneath,Thrillers - Psychological,,$17.99,,336.0,Rethink Press,December 2017,,1781332843,9781781332849,8.5 x 5.5 x 0.75 inches,0.94 pounds,0
2149,1550,4037,The Nightfall Queen,Fantasy : Dark,Briar Grey,$12.93,,360 pages,CreateSpace Independent Publishing Platform,"""January 28, 2018""",English,1984254987,978-1984254986,6 x 0.8 x 9 inches,1.4 pounds,The Nightfall Queen,Fantasy - Dark Fantasy,Briar Grey,$12.93,,362.0,Createspace Independent Publishing Platform,January 2018,,1984254987,9781984254986,9.02 x 5.98 x 0.75 inches,1.07 pounds,1
1599,492,2597,Islands of Space,Science Fiction : Space Opera,John W. Campbell Jr.,$12.99,,200 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703278,978-1528703277,5.5 x 0.5 x 8.5 inches,9.3 ounces,Dance of Destinies,Science Fiction - Space Opera,John Daulton,$15.99,,432.0,John Daulton,December 2014,,989478785,9780989478786,7.99 x 5.24 x 0.88 inches,0.98 pounds,0
795,1087,505,"""Iridia: Season 1, Episode 5 (Adamanta) (Volume 5)""",Science Fiction : Space Opera,T.Y. Carew and Ella Medler,$7.99,Adamanta (Book 5),98 pages,CreateSpace Independent Publishing Platform,"""September 29, 2017""",English,1977818536,978-1977818539,5 x 0.2 x 8 inches,5.8 ounces,"""Excelsior  :  Season 1, Episode 3""",Science Fiction - Space Opera,T. y. Carew and Jess Mountifield,$7.99,,102.0,Createspace Independent Publishing Platform,September 2017,,1977816614,9781977816610,7.99 x 5 x 0.21 inches,0.24 pounds,0
4484,2766,7799,The Devil's Paw,Psychological Thrillers,E. Phillips Oppenheim,$5.99,,102 pages,CreateSpace Independent Publishing Platform,"""December 22, 2017""",English,1981948562,978-1981948567,8.5 x 0.2 x 11 inches,11.5 ounces,The Darkness Beneath,Thrillers - Psychological,,$17.99,,336.0,Rethink Press,December 2017,,1781332843,9781781332849,8.5 x 5.5 x 0.75 inches,0.94 pounds,0
